sofascore_slug,transfermarkt_url,lig,sezon,etiket
bryan-mbeumo/927083,https://www.transfermarkt.com/bryan-mbeumo/profil/spieler/413039,Championship,19/20,Right Winger
bryan-mbeumo/927083,https://www.transfermarkt.com/bryan-mbeumo/profil/spieler/413039,Premier League,21/22,Second Striker
bryan-mbeumo/927083,https://www.transfermarkt.com/bryan-mbeumo/profil/spieler/413039,Ligue 2,18/19,Right Midfield
bukayo-saka/934235,https://www.transfermarkt.com/bukayo-saka/profil/spieler/433177,Premier League,24/25,Right Winger
bukayo-saka/934235,https://www.transfermarkt.com/bukayo-saka/profil/spieler/433177,Premier League,23/24,Right Winger
bukayo-saka/934235,https://www.transfermarkt.com/bukayo-saka/profil/spieler/433177,Premier League,22/23,Right Winger
bukayo-saka/934235,https://www.transfermarkt.com/bukayo-saka/profil/spieler/433177,Premier League,21/22,Right Midfield
callum-hudson-odoi/867442,https://www.transfermarkt.com/callum-hudson-odoi/profil/spieler/392768,Premier League,24/25,Left Winger
callum-hudson-odoi/867442,https://www.transfermarkt.com/callum-hudson-odoi/profil/spieler/392768,Premier League,23/24,Left Winger
callum-wilson/113956,https://www.transfermarkt.com/callum-wilson/profil/spieler/123682,Premier League,22/23,Centre-Forward
callum-wilson/113956,https://www.transfermarkt.com/callum-wilson/profil/spieler/123682,Premier League,21/22,Centre-Forward
callum-wilson/113956,https://www.transfermarkt.com/callum-wilson/profil/spieler/123682,Premier League,20/21,Centre-Forward
callum-wilson/113956,https://www.transfermarkt.com/callum-wilson/profil/spieler/123682,Premier League,19/20,Centre-Forward
callum-wilson/113956,https://www.transfermarkt.com/callum-wilson/profil/spieler/123682,Premier League,18/19,Centre-Forward
callum-wilson/113956,https://www.transfermarkt.com/callum-wilson/profil/spieler/123682,Premier League,17/18,Centre-Forward
callum-wilson/113956,https://www.transfermarkt.com/callum-wilson/profil/spieler/123682,Premier League,16/17,Centre-Forward
callum-wilson/113956,https://www.transfermarkt.com/callum-wilson/profil/spieler/123682,Championship,14/15,Centre-Forward
callum-wilson/113956,https://www.transfermarkt.com/callum-wilson/profil/spieler/123682,League One,13/14,Centre-Forward
calvin-bassey/861972,https://www.transfermarkt.com/calvin-bassey/profil/spieler/461883,Premier League,24/25,Centre-Back
calvin-bassey/861972,https://www.transfermarkt.com/calvin-bassey/profil/spieler/461883,Premier League,23/24,Centre-Back
calvin-bassey/861972,https://www.transfermarkt.com/calvin-bassey/profil/spieler/461883,Eredivisie,22/23,Centre-Back
calvin-bassey/861972,https://www.transfermarkt.com/calvin-bassey/profil/spieler/461883,Premiership,21/22,Left-Back
calvin-bassey/861972,https://www.transfermarkt.com/calvin-bassey/profil/spieler/461883,U18 Premier League,16/17,Left-Back
carl-junior-robinson/2064342,https://www.transfermarkt.com/junior-robinson/profil/spieler/670841,U18 Premier League,21/22,Right Midfield
carl-junior-robinson/2064342,https://www.transfermarkt.com/junior-robinson/profil/spieler/670841,U18 Premier League,20/21,Right-Back
casemiro/122951,https://www.transfermarkt.com/casemiro/profil/spieler/16306,Premier League,24/25,Defensive Midfield
casemiro/122951,https://www.transfermarkt.com/casemiro/profil/spieler/16306,Premier League,23/24,Defensive Midfield
casemiro/122951,https://www.transfermarkt.com/casemiro/profil/spieler/16306,Premier League,22/23,Defensive Midfield
casemiro/122951,https://www.transfermarkt.com/casemiro/profil/spieler/16306,LaLiga,21/22,Defensive Midfield
casemiro/122951,https://www.transfermarkt.com/casemiro/profil/spieler/16306,LaLiga,20/21,Defensive Midfield
casemiro/122951,https://www.transfermarkt.com/casemiro/profil/spieler/16306,LaLiga,19/20,Defensive Midfield
casemiro/122951,https://www.transfermarkt.com/casemiro/profil/spieler/16306,LaLiga,18/19,Defensive Midfield
casemiro/122951,https://www.transfermarkt.com/casemiro/profil/spieler/16306,LaLiga,17/18,Defensive Midfield
casemiro/122951,https://www.transfermarkt.com/casemiro/profil/spieler/16306,LaLiga,16/17,Defensive Midfield
casemiro/122951,https://www.transfermarkt.com/casemiro/profil/spieler/16306,LaLiga,15/16,Defensive Midfield
casemiro/122951,https://www.transfermarkt.com/casemiro/profil/spieler/16306,Liga NOS,14/15,Defensive Midfield
chadi-riad/1064218,https://www.transfermarkt.com/chadi-riad/profil/spieler/689637,LaLiga,23/24,Centre-Back
chadi-riad/1064218,https://www.transfermarkt.com/chadi-riad/profil/spieler/689637,Primera Federación - Gr. II,22/23,Centre-Back
cheick-doucoure/906047,https://www.transfermarkt.com/cheick-doucoure/profil/spieler/543387,Premier League,22/23,Defensive Midfield
cheick-doucoure/906047,https://www.transfermarkt.com/cheick-doucoure/profil/spieler/543387,Ligue 1,21/22,Defensive Midfield
cheick-doucoure/906047,https://www.transfermarkt.com/cheick-doucoure/profil/spieler/543387,Ligue 1,20/21,Defensive Midfield
cheick-doucoure/906047,https://www.transfermarkt.com/cheick-doucoure/profil/spieler/543387,Ligue 2,18/19,Defensive Midfield
chido-obi/1566204,https://www.transfermarkt.com/chido-obi/profil/spieler/1042886,U18 Premier League,23/24,Centre-Forward
chris-richards/931844,https://www.transfermarkt.com/chris-richards/profil/spieler/578539,Premier League,24/25,Centre-Back
chris-richards/931844,https://www.transfermarkt.com/chris-richards/profil/spieler/578539,Premier League,23/24,Centre-Back
chris-richards/931844,https://www.transfermarkt.com/chris-richards/profil/spieler/578539,Bundesliga,21/22,Centre-Back
chris-richards/931844,https://www.transfermarkt.com/chris-richards/profil/spieler/578539,3. Liga,19/20,Centre-Back
chris-richards/931844,https://www.transfermarkt.com/chris-richards/profil/spieler/578539,U19-Bundesliga S/SW,18/19,Centre-Back
chris-rigg/1394089,https://www.transfermarkt.com/chris-rigg/profil/spieler/947411,Championship,24/25,Central Midfield
chris-wood/50480,https://www.transfermarkt.com/chris-wood/profil/spieler/108725,Premier League,24/25,Centre-Forward
chris-wood/50480,https://www.transfermarkt.com/chris-wood/profil/spieler/108725,Premier League,23/24,Centre-Forward
chris-wood/50480,https://www.transfermarkt.com/chris-wood/profil/spieler/108725,Premier League,21/22,Centre-Forward
chris-wood/50480,https://www.transfermarkt.com/chris-wood/profil/spieler/108725,Premier League,20/21,Centre-Forward
chris-wood/50480,https://www.transfermarkt.com/chris-wood/profil/spieler/108725,Premier League,19/20,Centre-Forward
chris-wood/50480,https://www.transfermarkt.com/chris-wood/profil/spieler/108725,Premier League,18/19,Centre-Forward
chris-wood/50480,https://www.transfermarkt.com/chris-wood/profil/spieler/108725,Premier League,17/18,Centre-Forward
chris-wood/50480,https://www.transfermarkt.com/chris-wood/profil/spieler/108725,Championship,16/17,Centre-Forward
chris-wood/50480,https://www.transfermarkt.com/chris-wood/profil/spieler/108725,Championship,15/16,Centre-Forward
chris-wood/50480,https://www.transfermarkt.com/chris-wood/profil/spieler/108725,Championship,12/13,Centre-Forward
christantus-uche/1884145,https://www.transfermarkt.com/christantus-uche/profil/spieler/1124005,LaLiga,24/25,Centre-Forward
christian-norgaard/135256,https://www.transfermarkt.com/christian-norgaard/profil/spieler/148367,Premier League,24/25,Defensive Midfield
christian-norgaard/135256,https://www.transfermarkt.com/christian-norgaard/profil/spieler/148367,Premier League,23/24,Defensive Midfield
christian-norgaard/135256,https://www.transfermarkt.com/christian-norgaard/profil/spieler/148367,Premier League,22/23,Defensive Midfield
christian-norgaard/135256,https://www.transfermarkt.com/christian-norgaard/profil/spieler/148367,Premier League,21/22,Defensive Midfield
christian-norgaard/135256,https://www.transfermarkt.com/christian-norgaard/profil/spieler/148367,Championship,19/20,Defensive Midfield
christian-norgaard/135256,https://www.transfermarkt.com/christian-norgaard/profil/spieler/148367,Superliga,17/18,Defensive Midfield
christian-norgaard/135256,https://www.transfermarkt.com/christian-norgaard/profil/spieler/148367,Superliga,16/17,Defensive Midfield
christian-norgaard/135256,https://www.transfermarkt.com/christian-norgaard/profil/spieler/148367,Superliga,14/15,Central Midfield
cody-gakpo/862967,https://www.transfermarkt.com/cody-gakpo/profil/spieler/434675,Premier League,24/25,Left Winger
cody-gakpo/862967,https://www.transfermarkt.com/cody-gakpo/profil/spieler/434675,Premier League,22/23,Centre-Forward
cody-gakpo/862967,https://www.transfermarkt.com/cody-gakpo/profil/spieler/434675,Eredivisie,21/22,Left Winger
cody-gakpo/862967,https://www.transfermarkt.com/cody-gakpo/profil/spieler/434675,Eredivisie,19/20,Left Winger
cody-gakpo/862967,https://www.transfermarkt.com/cody-gakpo/profil/spieler/434675,U19 Div. 1 Fall,17/18,Left Winger
cole-palmer/982780,https://www.transfermarkt.com/cole-palmer/profil/spieler/568177,Premier League,24/25,Attacking Midfield
cole-palmer/982780,https://www.transfermarkt.com/cole-palmer/profil/spieler/568177,Premier League,23/24,Right Winger
cole-palmer/982780,https://www.transfermarkt.com/cole-palmer/profil/spieler/568177,U18 Premier League,19/20,Attacking Midfield
cole-palmer/982780,https://www.transfermarkt.com/cole-palmer/profil/spieler/568177,Premier League 2,20/21,Right Winger
connor-roberts/804613,https://www.transfermarkt.com/connor-roberts/profil/spieler/214666,Championship,24/25,Right-Back
connor-roberts/804613,https://www.transfermarkt.com/connor-roberts/profil/spieler/214666,Championship,22/23,Right-Back
connor-roberts/804613,https://www.transfermarkt.com/connor-roberts/profil/spieler/214666,Premier League,21/22,Right-Back
connor-roberts/804613,https://www.transfermarkt.com/connor-roberts/profil/spieler/214666,Championship,20/21,Right Midfield
connor-roberts/804613,https://www.transfermarkt.com/connor-roberts/profil/spieler/214666,Championship,19/20,Right-Back
connor-roberts/804613,https://www.transfermarkt.com/connor-roberts/profil/spieler/214666,Championship,18/19,Right-Back
connor-roberts/804613,https://www.transfermarkt.com/connor-roberts/profil/spieler/214666,League Two,15/16,Right-Back
cristhian-mosquera/1144630,https://www.transfermarkt.com/cristhian-mosquera/profil/spieler/646750,LaLiga,24/25,Centre-Back
cristhian-mosquera/1144630,https://www.transfermarkt.com/cristhian-mosquera/profil/spieler/646750,LaLiga,23/24,Centre-Back
cristian-romero/829932,https://www.transfermarkt.com/cristian-romero/profil/spieler/355915,Premier League,24/25,Centre-Back
cristian-romero/829932,https://www.transfermarkt.com/cristian-romero/profil/spieler/355915,Premier League,23/24,Centre-Back
cristian-romero/829932,https://www.transfermarkt.com/cristian-romero/profil/spieler/355915,Premier League,22/23,Centre-Back
cristian-romero/829932,https://www.transfermarkt.com/cristian-romero/profil/spieler/355915,Premier League,21/22,Centre-Back
cristian-romero/829932,https://www.transfermarkt.com/cristian-romero/profil/spieler/355915,Serie A,20/21,Centre-Back
cristian-romero/829932,https://www.transfermarkt.com/cristian-romero/profil/spieler/355915,Serie A,19/20,Centre-Back
cristian-romero/829932,https://www.transfermarkt.com/cristian-romero/profil/spieler/355915,Serie A,18/19,Centre-Back
crysencio-summerville/917005,https://www.transfermarkt.com/crysencio-summerville/profil/spieler/474701,Eredivisie,19/20,Right Winger
crysencio-summerville/917005,https://www.transfermarkt.com/crysencio-summerville/profil/spieler/474701,Keuken Kampioen Divisie,18/19,Right Winger
crysencio-summerville/917005,https://www.transfermarkt.com/crysencio-summerville/profil/spieler/474701,Championship,23/24,Left Winger
curtis-jones/927353,https://www.transfermarkt.com/curtis-jones/profil/spieler/433188,Premier League,23/24,Central Midfield
curtis-jones/927353,https://www.transfermarkt.com/curtis-jones/profil/spieler/433188,Premier League,20/21,Central Midfield
daichi-kamada/794338,https://www.transfermarkt.com/daichi-kamada/profil/spieler/356141,Bundesliga,21/22,Attacking Midfield
daichi-kamada/794338,https://www.transfermarkt.com/daichi-kamada/profil/spieler/356141,Bundesliga,20/21,Attacking Midfield
daichi-kamada/794338,https://www.transfermarkt.com/daichi-kamada/profil/spieler/356141,Bundesliga,19/20,Attacking Midfield
daichi-kamada/794338,https://www.transfermarkt.com/daichi-kamada/profil/spieler/356141,J1 League,2017,Attacking Midfield
daichi-kamada/794338,https://www.transfermarkt.com/daichi-kamada/profil/spieler/356141,J1 - 2nd Stage,2016,Attacking Midfield
daichi-kamada/794338,https://www.transfermarkt.com/daichi-kamada/profil/spieler/356141,Serie A,23/24,Central Midfield
daichi-kamada/794338,https://www.transfermarkt.com/daichi-kamada/profil/spieler/356141,Bundesliga,22/23,Central Midfield
daichi-kamada/794338,https://www.transfermarkt.com/daichi-kamada/profil/spieler/356141,JPL,18/19,Second Striker
damsgaard-mikkel/907072,https://www.transfermarkt.com/mikkel-damsgaard/profil/spieler/540941,Premier League,24/25,Attacking Midfield
dan-burn/99090,https://www.transfermarkt.com/dan-burn/profil/spieler/134270,Premier League,24/25,Centre-Back
dan-burn/99090,https://www.transfermarkt.com/dan-burn/profil/spieler/134270,Premier League,21/22,Centre-Back
dan-burn/99090,https://www.transfermarkt.com/dan-burn/profil/spieler/134270,League One,17/18,Centre-Back
dan-burn/99090,https://www.transfermarkt.com/dan-burn/profil/spieler/134270,Championship,16/17,Centre-Back
dan-burn/99090,https://www.transfermarkt.com/dan-burn/profil/spieler/134270,Championship,15/16,Centre-Back
dan-burn/99090,https://www.transfermarkt.com/dan-burn/profil/spieler/134270,Championship,14/15,Centre-Back
dan-burn/99090,https://www.transfermarkt.com/dan-burn/profil/spieler/134270,Championship,13/14,Centre-Back
dan-burn/99090,https://www.transfermarkt.com/dan-burn/profil/spieler/134270,League One,12/13,Centre-Back
dan-burn/99090,https://www.transfermarkt.com/dan-burn/profil/spieler/134270,Reserve League,11/12,Centre-Back
dan-burn/99090,https://www.transfermarkt.com/dan-burn/profil/spieler/134270,Premier League,23/24,Left-Back
dan-burn/99090,https://www.transfermarkt.com/dan-burn/profil/spieler/134270,Premier League,22/23,Left-Back
dan-burn/99090,https://www.transfermarkt.com/dan-burn/profil/spieler/134270,Premier League,20/21,Left-Back
dan-burn/99090,https://www.transfermarkt.com/dan-burn/profil/spieler/134270,Premier League,19/20,Left-Back
dan-ndoye/944327,https://www.transfermarkt.com/dan-ndoye/profil/spieler/365108,Serie A,23/24,Right Winger
dan-ndoye/944327,https://www.transfermarkt.com/dan-ndoye/profil/spieler/365108,Super League,21/22,Right Winger
dan-ndoye/944327,https://www.transfermarkt.com/dan-ndoye/profil/spieler/365108,Challenge League,19/20,Right Winger
dan-ndoye/944327,https://www.transfermarkt.com/dan-ndoye/profil/spieler/365108,Serie A,24/25,Left Winger
dan-neil/964106,https://www.transfermarkt.com/dan-neil/profil/spieler/570336,Championship,24/25,Defensive Midfield
dan-neil/964106,https://www.transfermarkt.com/dan-neil/profil/spieler/570336,Championship,23/24,Defensive Midfield
dan-neil/964106,https://www.transfermarkt.com/dan-neil/profil/spieler/570336,Championship,22/23,Defensive Midfield
dan-neil/964106,https://www.transfermarkt.com/dan-neil/profil/spieler/570336,League One,21/22,Central Midfield
daniel-james/828639,https://www.transfermarkt.com/daniel-james/profil/spieler/319301,Championship,23/24,Right Winger
daniel-james/828639,https://www.transfermarkt.com/daniel-james/profil/spieler/319301,Premier League,19/20,Right Winger
daniel-james/828639,https://www.transfermarkt.com/daniel-james/profil/spieler/319301,Premier League 2,16/17,Right Winger
daniel-james/828639,https://www.transfermarkt.com/daniel-james/profil/spieler/319301,U21 PL,15/16,Right Winger
daniel-james/828639,https://www.transfermarkt.com/daniel-james/profil/spieler/319301,Championship,18/19,Left Winger
daniel-james/828639,https://www.transfermarkt.com/daniel-james/profil/spieler/319301,Premier League,21/22,Centre-Forward
daniel-james/828639,https://www.transfermarkt.com/daniel-james/profil/spieler/319301,Championship,24/25,Right Midfield
daniel-munoz/870360,https://www.transfermarkt.com/daniel-munoz/profil/spieler/493003,JPL,23/24,Right-Back
daniel-munoz/870360,https://www.transfermarkt.com/daniel-munoz/profil/spieler/493003,JPL,22/23,Right-Back
daniel-munoz/870360,https://www.transfermarkt.com/daniel-munoz/profil/spieler/493003,JPL,21/22,Right-Back
daniel-munoz/870360,https://www.transfermarkt.com/daniel-munoz/profil/spieler/493003,Liga Águila I,2019,Right-Back
daniel-munoz/870360,https://www.transfermarkt.com/daniel-munoz/profil/spieler/493003,Liga DIMAYOR II,2018,Right-Back
daniel-munoz/870360,https://www.transfermarkt.com/daniel-munoz/profil/spieler/493003,Premier League,24/25,Right Midfield
daniel-munoz/870360,https://www.transfermarkt.com/daniel-munoz/profil/spieler/493003,JPL,20/21,Centre-Back
